"ID";"SectorBranchesSIC2008";"Periods";"Employee_1";"EmployedPerson_2";"Employee_3";"EmployedPerson_4";"Total_5";"NetTurnover_6";"OtherRevenues_7";"Total_8";"Total_9";"Total_10";"InitialStockOfRawAndAuxiliaryMater_11";"PurchasedRawAndAuxiliaryMaterials_12";"ClosingStockRawAndAuxiliaryMat_13";"Total_14";"InitialStockOfCommodities_15";"PurchasedCommodities_16";"ClosingStockOfCommodities_17";"PaymentsToSubcontractors_18";"PurchaseValueNotElsewhereClassified_19";"Total_20";"GrossWagesAndSalaries_21";"Total_22";"EmployerPaidSocialInsurancePremiums_23";"OtherSocialInsuranceCosts_24";"PensionAndEarlyRetirementPremiums_25";"OtherPersonnelCosts_26";"Total_27";"CostsOfEnergyUse_28";"HousingCosts_29";"EquipmentAndInventoryCosts_30";"TransportCosts_31";"SalesCosts_32";"CommunicationCosts_33";"CostsOfOtherServices_34";"OtherLiabilities_35";"DepreciationFixedAssets_36";"OperatingResults_37";"NetFinancialIncome_38";"BalanceOfProvisions_39";"NetExtraordinaryIncome_40";"PreTaxResults_41"
"2385";"359900";"2015JJ00";"    16.4";"    23.1";"    13.1";"    18.1";"   16726";"   16663";"      63";"   16247";"   14348";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     919";"     571";"      85";"      83";"       2";"      40";"     223";"     845";"      44";"     120";"      42";"      79";"      70";"      14";"     324";"     154";"     135";"     479";"      -8";"      -6";"      35";"     500"
"2386";"359900";"2016JJ00";"    17.2";"    24.2";"    14.1";"    20.2";"   18915";"   18840";"      75";"   18365";"   16344";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     997";"     617";"      93";"      91";"       2";"      47";"     241";"     881";"      40";"     124";"      41";"      84";"      74";"      15";"     323";"     181";"     143";"     550";"      -7";"      -6";"      47";"     585"
"2387";"359900";"2017JJ00";"    17.7";"    25.1";"    14.6";"    21.1";"   19354";"   19286";"      67";"   18825";"   16670";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1060";"     638";"     100";"      95";"       4";"      45";"     277";"     956";"      37";"     131";"      44";"      87";"      88";"      14";"     357";"     198";"     139";"     529";"      -6";"      -2";"      12";"     533"
"2388";"359900";"2018JJ00";"    19.1";"    27.0";"    15.4";"    22.5";"   19844";"   19774";"      70";"   19320";"   16915";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1161";"     678";"     108";"     104";"       4";"      50";"     326";"    1097";"      42";"     135";"      47";"     105";"      78";"      14";"     473";"     203";"     148";"     524";"     -21";"      -4";"      20";"     519"
"2389";"359900";"2019JJ00";"    20.5";"    29.0";"    16.3";"    23.7";"   20176";"   20121";"      54";"   19641";"   17088";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1263";"     740";"     121";"     117";"       4";"      53";"     349";"    1144";"      44";"     148";"      84";"     101";"      72";"      12";"     447";"     235";"     147";"     534";"     -20";"      -1";"       3";"     517"
"2390";"359900";"2020JJ00";"    21.0";"    30.7";"    17.0";"    25.4";"   20419";"   20362";"      57";"   19904";"   17241";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1363";"     773";"     126";"     121";"       4";"      58";"     407";"    1149";"      48";"     158";"      84";"      89";"      74";"      12";"     452";"     232";"     151";"     515";"     -14";"      -1";"      31";"     531"
"2391";"359900";"2021JJ00";"    22.3";"    32.3";"    17.7";"    26.0";"   21179";"   21104";"      75";"   20675";"   17836";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1487";"     834";"     132";"       .";"       .";"      68";"     454";"    1195";"      66";"     180";"      62";"      86";"      77";"      11";"     470";"     243";"     158";"     503";"       5";"       2";"       8";"     518"
"2392";"360600";"2009JJ00";"     5.1";"     7.2";"     4.4";"     5.6";"    5659";"    5642";"      17";"    5018";"    3582";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     252";"     181";"      30";"      28";"       2";"      16";"      25";"    1009";"       6";"      43";"       5";"      23";"     413";"       7";"      70";"     443";"     174";"     641";"     190";"       0";"       1";"     832"
"2393";"360600";"2010JJ00";"     5.3";"     7.5";"     4.4";"     5.8";"    5900";"    5880";"      20";"    5210";"    3704";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     266";"     193";"      28";"      25";"       3";"      18";"      28";"    1048";"       8";"      49";"      20";"      28";"     389";"       8";"      76";"     470";"     192";"     690";"      26";"      85";"      14";"     814"
"2394";"360600";"2011JJ00";"     5.0";"     6.9";"     4.1";"     5.4";"    5946";"    5925";"      21";"    5149";"    3549";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     260";"     185";"      27";"      25";"       2";"      19";"      29";"    1110";"       6";"      46";"      13";"      27";"     491";"       9";"      81";"     438";"     231";"     797";"      71";"      -3";"       7";"     872"
"2395";"360600";"2012JJ00";"     5.3";"     7.4";"     4.3";"     5.7";"    6272";"    6258";"      15";"    5347";"    3739";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     267";"     193";"      29";"      27";"       1";"      16";"      30";"    1124";"       7";"      49";"      12";"      29";"     557";"       9";"      84";"     377";"     216";"     926";"     354";"     -21";"       7";"    1266"
"2396";"360600";"2013JJ00";"     5.2";"     7.5";"     4.5";"     6.1";"    6747";"    6733";"      14";"    5685";"    4018";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     267";"     196";"      28";"      26";"       2";"      14";"      28";"    1165";"       7";"      43";"       6";"      28";"     569";"       8";"      82";"     422";"     236";"    1062";"     137";"      -2";"       4";"    1201"
"2397";"360600";"2014JJ00";"     5.3";"     7.8";"     4.5";"     6.3";"    6919";"    6906";"      14";"    6144";"    4473";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     309";"     224";"      33";"      30";"       3";"      17";"      35";"    1115";"       8";"      42";"       7";"      29";"     579";"       9";"      91";"     351";"     246";"     776";"      10";"       0";"    -344";"     442"
"2398";"360600";"2015JJ00";"     5.6";"     8.3";"     4.8";"     6.7";"    7302";"    7284";"      18";"    6662";"    4944";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     333";"     245";"      34";"      31";"       3";"      18";"      37";"    1122";"       8";"      42";"       9";"      30";"     585";"       9";"      93";"     346";"     264";"     640";"      -5";"      -1";"     -21";"     613"
"2399";"360600";"2016JJ00";"     5.5";"     8.4";"     4.6";"     7.2";"    7190";"    7174";"      16";"    6328";"    4652";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     314";"     225";"      32";"      30";"       2";"      19";"      40";"    1124";"       6";"      36";"       8";"      25";"     586";"       6";"     104";"     354";"     238";"     861";"     -57";"      -1";"    -223";"     581"
"2400";"360600";"2017JJ00";"     5.8";"     8.8";"     4.9";"     7.5";"    7767";"    7753";"      14";"    6909";"    5106";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     345";"     249";"      34";"      32";"       2";"      20";"      41";"    1214";"       6";"      37";"       9";"      29";"     620";"       6";"     111";"     397";"     243";"     858";"     -54";"       0";"      81";"     885"
"2401";"360600";"2018JJ00";"     5.4";"     7.9";"     4.5";"     6.7";"    8488";"    8447";"      41";"    7308";"    5209";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     338";"     246";"      34";"      31";"       3";"      18";"      40";"    1518";"       5";"      36";"      10";"      26";"     829";"       5";"     159";"     449";"     244";"    1180";"     -54";"      -3";"     -16";"    1107"
"2402";"360600";"2019JJ00";"     6.0";"     9.0";"     5.2";"     7.4";"    9253";"    9216";"      37";"    7841";"    5753";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     412";"     288";"      41";"      38";"       3";"      21";"      62";"    1474";"       6";"      45";"       6";"      32";"     778";"       7";"     154";"     447";"     202";"    1413";"      80";"      -1";"    -126";"    1365"
"2403";"360600";"2020JJ00";"     5.5";"     8.7";"     4.7";"     7.0";"    8072";"    8009";"      63";"    6973";"    4940";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     371";"     251";"      43";"      40";"       3";"      23";"      55";"    1455";"       6";"      46";"       5";"      27";"     775";"       7";"     172";"     417";"     207";"    1099";"     -63";"      -1";"   -3401";"   -2365"
"2404";"360600";"2021JJ00";"     5.3";"     8.3";"     4.6";"     6.8";"    8589";"    8498";"      91";"    7856";"    6012";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     380";"     264";"      35";"       .";"       .";"      23";"      58";"    1356";"       6";"      46";"       4";"      24";"     561";"       5";"     189";"     520";"     107";"     734";"      20";"      -1";"      14";"     766"
"2405";"361000";"2009JJ00";"    13.7";"    17.3";"    11.4";"    13.8";"    7819";"    7769";"      50";"    7460";"    5804";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     633";"     428";"      60";"      56";"       5";"      32";"     114";"     922";"      51";"      91";"      37";"      74";"     246";"      27";"     135";"     260";"     101";"     359";"      14";"      -5";"      -6";"     362"
"2406";"361000";"2010JJ00";"    15.0";"    19.2";"    11.8";"    14.5";"    8780";"    8729";"      52";"    8325";"    6634";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     698";"     465";"      73";"      68";"       5";"      51";"     108";"     890";"      39";"      85";"      26";"      84";"     237";"      16";"     151";"     253";"     103";"     456";"    -228";"      -6";"     168";"     391"
"2407";"361000";"2011JJ00";"    15.8";"    19.0";"    12.4";"    14.9";"    9382";"    9332";"      50";"    8977";"    7155";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     759";"     524";"      74";"      68";"       6";"      50";"     111";"     961";"      32";"      85";"      31";"      84";"     248";"      18";"     160";"     303";"     102";"     405";"     -30";"     -23";"      -2";"     350"
"2408";"361000";"2012JJ00";"    15.2";"    18.5";"    12.4";"    15.1";"   10117";"   10070";"      48";"    9708";"    7859";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     763";"     532";"      79";"      74";"       5";"      42";"     110";"     980";"      36";"      90";"      42";"      92";"     264";"      18";"     154";"     285";"     106";"     409";"       2";"      -9";"       1";"     403"
"2409";"361000";"2013JJ00";"    15.6";"    19.3";"    12.6";"    15.4";"   10001";"    9962";"      39";"    9571";"    7708";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     743";"     495";"      79";"      75";"       4";"      48";"     121";"    1025";"      36";"      96";"      49";"      75";"     266";"      17";"     168";"     318";"      95";"     430";"     -25";"      -2";"      13";"     416"
"2410";"361000";"2014JJ00";"    16.2";"    19.6";"    13.0";"    15.5";"   10489";"   10450";"      39";"   10063";"    8164";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     741";"     508";"      82";"      79";"       4";"      40";"     110";"    1059";"      34";"      99";"      50";"      71";"     237";"      16";"     158";"     395";"      99";"     427";"     -26";"      -4";"       2";"     398"
"2411";"361000";"2015JJ00";"    16.4";"    20.2";"    13.5";"    16.3";"   12001";"   11944";"      57";"   11536";"    9414";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     826";"     564";"      87";"      83";"       4";"      24";"     151";"    1178";"      37";"      98";"      49";"      74";"     271";"      22";"     167";"     463";"     118";"     465";"     -49";"      -2";"       7";"     421"
"2412";"361000";"2016JJ00";"    17.8";"    22.2";"    14.4";"    17.7";"   12937";"   12885";"      52";"   12384";"   10382";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     852";"     584";"      91";"      88";"       3";"      46";"     132";"    1047";"      34";"      98";"      36";"      76";"     240";"      19";"     186";"     359";"     103";"     553";"     -20";"      -1";"     -36";"     496"
"2413";"361000";"2017JJ00";"    18.5";"    23.5";"    14.5";"    18.1";"   13103";"   13040";"      63";"   12776";"   10598";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     906";"     615";"      96";"      92";"       4";"      43";"     152";"    1163";"      36";"      99";"      34";"      73";"     244";"      16";"     200";"     461";"     108";"     327";"     -31";"       0";"     -23";"     273"
"2414";"361000";"2018JJ00";"    19.5";"    24.8";"    15.5";"    19.7";"   13403";"   13316";"      87";"   12922";"   10608";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     966";"     664";"     105";"     101";"       4";"      42";"     155";"    1225";"      35";"     105";"      36";"      83";"     209";"      16";"     261";"     479";"     123";"     481";"     -20";"      -6";"     -28";"     427"
"2415";"361000";"2019JJ00";"    20.0";"    25.6";"    15.5";"    20.1";"   13443";"   13365";"      77";"   12929";"   10500";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1032";"     697";"     112";"     108";"       4";"      41";"     182";"    1267";"      37";"     103";"      37";"      84";"     189";"      12";"     277";"     529";"     130";"     514";"      -9";"      -8";"       6";"     504"
"2416";"361000";"2020JJ00";"    20.5";"    26.4";"    16.0";"    20.7";"   13228";"   13100";"     128";"   12674";"   10205";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1061";"     698";"     113";"     110";"       3";"      60";"     190";"    1257";"      39";"     111";"      40";"      81";"     237";"      11";"     257";"     481";"     151";"     553";"      31";"     -12";"       1";"     574"
"2417";"361000";"2021JJ00";"    21.7";"    28.0";"    17.0";"    22.0";"   14759";"   14557";"     201";"   14011";"   11326";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1155";"     755";"     120";"       .";"       .";"      60";"     220";"    1372";"      51";"     124";"      47";"      93";"     275";"      12";"     330";"     440";"     158";"     748";"      54";"      -4";"     -16";"     782"
"2418";"361600";"2009JJ00";"    20.7";"    25.8";"    17.8";"    21.4";"   15771";"   15669";"     101";"   15360";"   13380";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     914";"     632";"      76";"      74";"       2";"      56";"     151";"     903";"      39";"     125";"      27";"     143";"     116";"      17";"     163";"     274";"     164";"     411";"      -7";"      -3";"     -30";"     371"
"2419";"361600";"2010JJ00";"    22.7";"    27.7";"    18.8";"    22.6";"   15877";"   15814";"      63";"   15327";"   13125";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     990";"     655";"      89";"      86";"       3";"      60";"     186";"    1032";"      42";"     132";"      31";"     150";"     161";"      20";"     213";"     283";"     180";"     551";"     -19";"     -13";"       5";"     524"
"2420";"361600";"2011JJ00";"    22.1";"    27.7";"    18.6";"    23.3";"   16848";"   16774";"      74";"   16406";"   13944";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1082";"     715";"      97";"      90";"       7";"      57";"     212";"    1174";"      55";"     155";"      31";"     163";"     192";"      22";"     231";"     324";"     207";"     442";"     -58";"      -5";"     -17";"     363"
"2421";"361600";"2012JJ00";"    20.9";"    25.4";"    17.8";"    21.4";"   15994";"   15885";"     110";"   15665";"   13397";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1015";"     679";"      95";"      90";"       5";"      65";"     176";"    1029";"      37";"     143";"      26";"     158";"     223";"      20";"     205";"     218";"     224";"     330";"      33";"     -15";"      -9";"     338"
"2422";"361600";"2013JJ00";"    21.3";"    25.0";"    17.7";"    20.7";"   16168";"   16066";"     102";"   15594";"   13460";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1023";"     689";"      99";"      96";"       3";"      77";"     158";"     875";"      39";"     131";"      48";"     148";"     167";"      18";"     199";"     125";"     236";"     574";"     -50";"     -23";"       4";"     505"
"2423";"361600";"2014JJ00";"    19.9";"    23.9";"    17.0";"    19.9";"   16230";"   16117";"     113";"   15768";"   13704";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1038";"     707";"     103";"     101";"       2";"      59";"     169";"     805";"      39";"     123";"      35";"     152";"     123";"      18";"     191";"     125";"     221";"     462";"     -20";"     -16";"      -5";"     421"
"2424";"361600";"2015JJ00";"    21.4";"    25.6";"    17.9";"    21.3";"   16703";"   16540";"     163";"   16120";"   14002";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1094";"     740";"     111";"     107";"       4";"      64";"     180";"     804";"      33";"     121";"      37";"     147";"     112";"      17";"     216";"     120";"     220";"     583";"     -24";"     -16";"      -3";"     540"
"2425";"361600";"2016JJ00";"    21.7";"    26.5";"    18.1";"    22.0";"   16851";"   16746";"     105";"   16348";"   14234";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1093";"     724";"     112";"     110";"       2";"      61";"     197";"     846";"      33";"     127";"      46";"     112";"     126";"      14";"     265";"     124";"     175";"     503";"     -10";"     -31";"      -8";"     455"
"2426";"361600";"2017JJ00";"    23.1";"    28.2";"    18.6";"    23.2";"   17424";"   17251";"     173";"   16923";"   14700";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1158";"     751";"     115";"     112";"       4";"      61";"     231";"     880";"      32";"     138";"      56";"     114";"     132";"      14";"     321";"      73";"     184";"     502";"       3";"     -46";"      -4";"     455"
"2427";"361600";"2018JJ00";"    24.9";"    31.5";"    19.9";"    25.9";"   19026";"   18871";"     155";"   18545";"   15885";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1333";"     840";"     131";"     126";"       5";"      67";"     296";"    1124";"      40";"     142";"      70";"      76";"     194";"      15";"     495";"      93";"     202";"     481";"     -15";"     -46";"     232";"     652"
"2428";"361600";"2019JJ00";"    26.9";"    33.9";"    20.8";"    27.2";"   20478";"   20306";"     172";"   19977";"   16926";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1458";"     916";"     148";"     144";"       3";"      80";"     315";"    1270";"      51";"     129";"      87";"      88";"     236";"      18";"     515";"     147";"     323";"     501";"     -22";"     -26";"      -3";"     449"
"2429";"361600";"2020JJ00";"    26.6";"    33.8";"    20.7";"    27.1";"   28247";"   27281";"     966";"   27677";"   22592";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1486";"     911";"     148";"     145";"       3";"      90";"     337";"    3115";"      45";"     128";"      88";"      78";"     214";"      18";"     479";"    2066";"     484";"     570";"     -25";"     -29";"      15";"     532"
"2430";"361600";"2021JJ00";"    27.1";"    34.7";"    21.2";"    28.0";"   29078";"   27855";"    1223";"   28488";"   23072";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1572";"     968";"     149";"       .";"       .";"      88";"     366";"    3328";"      51";"     135";"     117";"      90";"     246";"      19";"     534";"    2136";"     517";"     591";"     -49";"     -13";"      35";"     564"
"2431";"361700";"2009JJ00";"   105.6";"   132.2";"    89.1";"   107.7";"   74468";"   73632";"     836";"   71086";"   55842";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5491";"    4040";"     537";"     477";"      60";"     319";"     596";"    9031";"     124";"     838";"     163";"     455";"    2994";"     185";"    1445";"    2828";"     721";"    3382";"     138";"     -57";"     -47";"    3416"
"2432";"361700";"2010JJ00";"   107.8";"   133.4";"    90.8";"   108.5";"   76863";"   75558";"    1305";"   73493";"   57254";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5685";"    4208";"     566";"     512";"      54";"     328";"     583";"    9860";"     118";"     827";"     160";"     491";"    2894";"     194";"    1519";"    3657";"     695";"    3369";"     250";"     -47";"    -167";"    3406"
"2433";"361700";"2011JJ00";"   116.2";"   142.8";"    98.8";"   118.2";"   81045";"   79627";"    1418";"   77937";"   60054";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6209";"    4545";"     632";"     573";"      58";"     321";"     712";"   10871";"     123";"     872";"     166";"     506";"    3100";"     197";"    1769";"    4140";"     803";"    3108";"     723";"       8";"    -128";"    3711"
"2434";"361700";"2012JJ00";"   116.6";"   141.9";"    98.2";"   116.9";"   73465";"   72057";"    1408";"   70429";"   52698";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6263";"    4586";"     666";"     609";"      56";"     335";"     676";"   10628";"     122";"     866";"     157";"     512";"    3077";"     191";"    1802";"    3900";"     840";"    3037";"     847";"     120";"      18";"    4022"
"2435";"361700";"2013JJ00";"   112.7";"   138.6";"    94.6";"   114.7";"   76011";"   74503";"    1508";"   70810";"   53385";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6023";"    4404";"     657";"     614";"      43";"     334";"     627";"   10527";"     123";"     872";"     156";"     440";"    2677";"     177";"    1896";"    4186";"     876";"    5201";"     372";"     -45";"    -180";"    5349"
"2436";"361700";"2014JJ00";"   113.2";"   139.5";"    95.0";"   115.7";"   80693";"   78639";"    2054";"   74255";"   55132";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6387";"    4705";"     697";"     645";"      52";"     308";"     678";"   11867";"     128";"     878";"     139";"     436";"    3018";"     178";"    2311";"    4780";"     869";"    6439";"     473";"     -91";"       0";"    6820"
"2437";"361700";"2015JJ00";"   113.6";"   140.6";"    95.4";"   117.0";"   87731";"   85833";"    1899";"   81491";"   59801";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6667";"    4849";"     736";"     686";"      50";"     341";"     742";"   14035";"     119";"     910";"     157";"     452";"    3723";"     181";"    2191";"    6302";"     988";"    6240";"    1412";"     -10";"      63";"    7705"
"2438";"361700";"2016JJ00";"   117.0";"   145.0";"    96.9";"   119.1";"   94525";"   91946";"    2579";"   88383";"   64233";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6624";"    4854";"     724";"     677";"      47";"     329";"     716";"   16556";"     110";"     871";"     152";"     421";"    3932";"     162";"    2307";"    8602";"     970";"    6143";"     528";"    -353";"     846";"    7163"
"2439";"361700";"2017JJ00";"   121.1";"   150.7";"   100.7";"   124.2";"  103610";"  101444";"    2166";"   96467";"   70243";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    7087";"    5091";"     764";"     717";"      48";"     349";"     883";"   18153";"     120";"     906";"     166";"     435";"    4114";"     170";"    2550";"    9692";"     985";"    7143";"    1732";"     -14";"     597";"    9457"
"2440";"361700";"2018JJ00";"   126.5";"   156.2";"   105.9";"   129.4";"  108229";"  106254";"    1974";"   99401";"   73361";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    7564";"    5362";"     834";"     790";"      44";"     378";"     990";"   17405";"     111";"     949";"     180";"     463";"    4251";"     166";"    2632";"    8652";"    1071";"    8828";"    2118";"      24";"     418";"   11387"
"2441";"361700";"2019JJ00";"   134.8";"   166.5";"   112.1";"   137.8";"  116330";"  111859";"    4472";"  105291";"   77279";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    8096";"    5711";"     913";"     867";"      46";"     382";"    1089";"   18718";"     263";"    1006";"     180";"     490";"    4371";"     172";"    3376";"    8862";"    1199";"   11039";"     905";"      37";"     451";"   12432"
"2442";"361700";"2020JJ00";"   136.6";"   168.9";"   114.2";"   140.2";"  111718";"  104917";"    6801";"  102352";"   74556";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    8208";"    5911";"     919";"     869";"      50";"     413";"     964";"   18415";"     202";"    1020";"     225";"     455";"    4500";"     170";"    2625";"    9218";"    1173";"    9366";"    2114";"     -50";"     200";"   11630"
"2443";"361700";"2021JJ00";"   144.7";"   175.4";"   120.0";"   145.2";"  126204";"  118294";"    7910";"  114555";"   84944";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    9032";"    6409";"     939";"       .";"       .";"     477";"    1208";"   19078";"     129";"    1015";"     155";"     459";"    4551";"     162";"    2977";"    9631";"    1501";"   11650";"     164";"     -63";"      23";"   11773"
"2444";"362100";"2009JJ00";"    21.2";"    26.2";"    17.4";"    20.7";"   12892";"   12829";"      63";"   12036";"    8346";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1039";"     757";"     101";"      90";"      11";"      61";"     121";"    2473";"      22";"     227";"      18";"      67";"     922";"      32";"     308";"     878";"     178";"     856";"     -51";"      -6";"       7";"     806"
"2445";"362100";"2010JJ00";"    20.0";"    25.1";"    16.2";"    19.4";"    8791";"    8729";"      63";"    8086";"    5703";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     898";"     679";"      90";"      84";"       6";"      37";"      92";"    1363";"      23";"     204";"      16";"      72";"     467";"      27";"     180";"     374";"     123";"     705";"     -38";"     -29";"      19";"     656"
"2446";"362100";"2011JJ00";"    21.6";"    26.4";"    17.6";"    21.1";"   10007";"    9814";"     193";"    9278";"    6401";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1033";"     749";"     105";"      96";"       9";"      44";"     135";"    1664";"      22";"     223";"      21";"      61";"     616";"      29";"     272";"     421";"     180";"     729";"     -33";"      13";"      12";"     720"
"2447";"362100";"2012JJ00";"    21.3";"    25.7";"    17.0";"    20.2";"    9524";"    9446";"      78";"    8956";"    6168";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     988";"     723";"     103";"      96";"       7";"      46";"     115";"    1613";"      23";"     233";"      20";"      64";"     581";"      31";"     255";"     408";"     187";"     568";"      27";"       7";"     -37";"     565"
"2448";"362100";"2013JJ00";"    20.7";"    25.4";"    16.8";"    20.2";"    9283";"    9197";"      86";"    8598";"    5896";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     980";"     728";"     103";"      97";"       6";"      45";"     104";"    1516";"      22";"     236";"      17";"      63";"     544";"      24";"     246";"     365";"     206";"     685";"     -47";"     -16";"     -34";"     588"
"2449";"362100";"2014JJ00";"    20.9";"    26.0";"    17.2";"    21.4";"    9549";"    9480";"      69";"    8671";"    5884";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1069";"     787";"     117";"     112";"       5";"      48";"     117";"    1510";"      32";"     220";"      22";"      60";"     584";"      29";"     240";"     325";"     209";"     878";"      -9";"      -8";"      60";"     920"
"2450";"362100";"2015JJ00";"    20.7";"    26.1";"    17.1";"    21.9";"   10198";"   10084";"     114";"    9351";"    6532";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1035";"     757";"     109";"     104";"       5";"      42";"     127";"    1559";"      20";"     219";"      17";"      58";"     601";"      29";"     250";"     365";"     225";"     846";"      33";"       7";"     -15";"     872"
"2451";"362100";"2016JJ00";"    21.9";"    27.4";"    17.4";"    22.3";"   10232";"   10131";"     101";"    9424";"    6463";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1067";"     792";"     115";"     111";"       4";"      44";"     116";"    1641";"      23";"     246";"      22";"      55";"     670";"      30";"     249";"     345";"     252";"     808";"      12";"    -297";"     338";"     861"
